ID	x	y	edge	border	river	road	habitat
393	262062.60	9132168.69	378.63	4020.14	287.10	4573.96	Montane
394	262162.60	9132168.69	368.37	3921.64	362.58	4473.98	Montane
395	262262.60	9132168.69	367.43	3823.22	436.94	4374.00	Montane
396	262362.60	9132168.69	365.55	3724.89	509.39	4274.03	Montane
397	262462.60	9132168.69	295.14	3626.64	581.93	4174.05	Montane
398	262562.60	9132168.69	220.23	3528.50	586.79	4074.08	Montane
399	262662.60	9132168.69	168.23	3430.46	513.52	3974.11	Montane
400	262762.60	9132168.69	159.18	3332.54	450.64	3874.14	Montane
401	262862.60	9132168.69	172.60	3234.74	403.06	3774.17	Montane
402	262962.60	9132168.69	109.60	3137.09	376.61	3674.21	Montane
403	263062.60	9132168.69	82.98	3039.59	375.79	3574.24	Montane
404	263162.60	9132168.69	114.18	2942.25	393.98	3474.28	Montane
405	263262.60	9132168.69	76.62	2845.10	420.38	3374.32	Montane
406	263362.60	9132168.69	45.50	2748.16	449.30	3274.36	Montane
407	263462.60	9132168.69	31.07	2651.44	489.76	3174.40	Montane
408	263562.60	9132168.69	43.52	2554.97	510.89	3074.45	Montane
409	263662.60	9132168.69	51.26	2458.79	513.41	2974.50	Montane
410	263762.60	9132168.69	19.96	2362.92	509.94	2874.56	Montane
411	263962.60	9132168.69	42.05	2172.30	524.85	2674.68	Deciduous
412	264062.60	9132168.69	92.37	2077.66	547.65	2574.74	Deciduous
413	264162.60	9132168.69	124.05	1983.54	584.47	2474.82	Deciduous
414	264262.60	9132168.69	203.11	1890.02	578.87	2374.89	Deciduous
415	264362.60	9132168.69	290.29	1797.20	480.27	2274.98	Deciduous
416	264462.60	9132168.69	383.12	1705.20	382.39	2175.07	Deciduous
417	264562.60	9132168.69	478.84	1614.14	285.99	2075.18	Deciduous
418	264662.60	9132168.69	576.01	1524.21	193.28	1975.29	Deciduous
419	264762.60	9132168.69	674.02	1435.61	113.69	1875.41	Deciduous
420	264862.60	9132168.69	772.53	1348.60	89.38	1775.55	Deciduous
421	264962.60	9132168.69	871.38	1263.52	108.47	1675.71	Deciduous
422	265062.60	9132168.69	886.62	1180.78	119.85	1575.88	Deciduous
423	265162.60	9132168.69	816.17	1100.16	126.14	1476.08	Deciduous
424	265262.60	9132168.69	752.01	1019.70	133.41	1376.31	Deciduous
425	265362.60	9132168.69	691.20	933.45	149.30	1276.57	Deciduous
426	265462.60	9132168.69	639.60	846.62	154.19	1176.88	Deciduous
427	265562.60	9132168.69	572.85	759.80	116.81	1077.25	Deciduous
428	265662.60	9132168.69	492.48	673.10	80.41	977.69	Deciduous
429	265762.60	9132168.69	419.79	588.43	31.59	878.23	Deciduous
430	265862.60	9132168.69	351.82	504.02	37.49	778.90	Deciduous
431	265962.60	9132168.69	301.02	419.61	114.15	679.78	Deciduous
432	266062.60	9132168.69	270.59	335.20	184.34	580.96	Deciduous
433	266162.60	9132168.69	257.58	250.79	241.61	482.62	Deciduous
434	266262.60	9132168.69	263.76	165.46	230.47	385.14	Deciduous
435	266362.60	9132168.69	280.18	78.11	131.49	289.39	Deciduous
436	266462.60	9132168.69	307.35	9.24	34.77	195.16	Deciduous
437	266562.60	9132168.69	265.33	96.59	40.99	100.94	Deciduous
438	266662.60	9132168.69	165.34	183.94	41.57	6.72	Deciduous
439	259762.60	9132268.69	81.03	6310.33	502.37	6787.71	Deciduous
440	259862.60	9132268.69	144.69	6211.12	432.37	6705.95	Montane
441	259962.60	9132268.69	216.11	6111.94	376.18	6624.68	Montane
442	260062.60	9132268.69	294.53	6012.78	340.70	6543.94	Montane
443	260162.60	9132268.69	369.25	5913.65	317.88	6463.73	Montane
444	260262.60	9132268.69	451.92	5814.55	293.45	6375.97	Montane
445	260362.60	9132268.69	540.47	5715.49	267.76	6276.01	Montane
446	260462.60	9132268.69	632.27	5616.45	238.52	6176.06	Montane
447	260562.60	9132268.69	687.42	5517.45	227.94	6076.11	Montane
448	260662.60	9132268.69	624.10	5418.49	223.53	5976.17	Montane
449	260762.60	9132268.69	568.54	5319.57	227.14	5876.22	Montane
450	260862.60	9132268.69	526.28	5220.69	211.73	5776.28	Montane
451	260962.60	9132268.69	500.71	5121.85	202.91	5676.34	Montane
452	261062.60	9132268.69	491.26	5023.06	202.46	5576.40	Montane
453	261162.60	9132268.69	495.69	4924.31	133.73	5476.46	Montane
454	261262.60	9132268.69	513.58	4825.62	72.93	5376.53	Montane
455	261362.60	9132268.69	549.37	4726.98	20.85	5276.59	Montane
456	261462.60	9132268.69	599.81	4628.40	11.12	5176.66	Montane
457	261562.60	9132268.69	587.06	4529.89	50.09	5076.74	Montane
458	261662.60	9132268.69	581.47	4431.44	97.54	4976.81	Montane
459	261762.60	9132268.69	588.53	4333.06	16.88	4876.89	Montane
460	261862.60	9132268.69	539.92	4234.76	65.48	4776.98	Montane
461	261962.60	9132268.69	502.83	4136.53	146.94	4677.06	Montane
462	262062.60	9132268.69	477.00	4038.40	221.37	4577.15	Montane
463	262162.60	9132268.69	468.08	3940.36	295.57	4477.25	Montane
464	262262.60	9132268.69	466.91	3842.42	368.02	4377.34	Montane
465	262362.60	9132268.69	434.98	3744.59	440.67	4277.45	Montane
466	262462.60	9132268.69	361.38	3646.88	519.49	4177.55	Montane
467	262562.60	9132268.69	303.18	3549.29	528.91	4077.67	Montane
468	262662.60	9132268.69	263.57	3451.84	446.24	3977.79	Montane
469	262762.60	9132268.69	258.41	3354.55	372.17	3877.91	Montane
470	262862.60	9132268.69	248.27	3257.41	312.87	3778.04	Montane
471	262962.60	9132268.69	196.11	3160.46	277.97	3678.18	Montane
472	263062.60	9132268.69	181.75	3063.70	276.85	3578.33	Montane
473	263162.60	9132268.69	205.80	2967.15	296.73	3478.48	Montane
474	263262.60	9132268.69	172.62	2870.85	324.24	3378.65	Montane
475	263362.60	9132268.69	138.94	2774.80	357.31	3278.82	Montane
476	263462.60	9132268.69	130.99	2679.04	393.87	3179.00	Montane
477	263562.60	9132268.69	141.85	2583.61	411.46	3079.20	Montane
478	263662.60	9132268.69	151.26	2488.53	413.47	2979.41	Montane
479	263762.60	9132268.69	84.22	2393.86	410.00	2879.64	Montane
480	263862.60	9132268.69	61.20	2299.63	413.11	2779.88	Montane
481	263962.60	9132268.69	92.08	2205.92	426.02	2680.13	Deciduous
482	264062.60	9132268.69	171.98	2112.78	453.82	2580.41	Deciduous
483	264162.60	9132268.69	210.60	2020.29	492.40	2480.71	Deciduous
484	264262.60	9132268.69	265.23	1928.56	540.96	2381.04	Deciduous
485	264362.60	9132268.69	341.09	1837.69	472.32	2281.40	Deciduous
486	264462.60	9132268.69	426.06	1747.81	372.36	2181.78	Deciduous
487	264562.60	9132268.69	513.87	1659.10	272.44	2082.21	Deciduous
488	264662.60	9132268.69	605.45	1571.74	172.59	1982.67	Deciduous
489	264762.60	9132268.69	699.34	1485.98	73.18	1883.19	Deciduous
490	264862.60	9132268.69	794.72	1402.10	10.44	1783.77	Deciduous
491	264962.60	9132268.69	891.12	1320.47	10.90	1684.41	Deciduous
492	265062.60	9132268.69	957.46	1240.01	19.85	1585.13	Deciduous
493	265162.60	9132268.69	892.57	1156.71	26.41	1485.95	Deciduous
494	265262.60	9132268.69	830.73	1069.88	34.40	1386.89	Deciduous
495	265362.60	9132268.69	775.52	983.06	51.03	1287.97	Deciduous
496	265462.60	9132268.69	711.96	896.23	70.35	1189.24	Deciduous
497	265562.60	9132268.69	633.46	810.87	80.28	1090.73	Deciduous
498	265662.60	9132268.69	561.21	726.46	57.26	992.52	Deciduous
499	265762.60	9132268.69	492.46	642.05	45.64	894.71	Deciduous
500	265862.60	9132268.69	435.14	557.64	11.84	797.45	Deciduous
501	265962.60	9132268.69	395.20	473.23	43.26	700.95	Deciduous
502	266062.60	9132268.69	368.63	388.82	105.90	605.59	Deciduous
503	266162.60	9132268.69	357.56	301.49	152.20	511.33	Deciduous
504	266262.60	9132268.69	363.49	214.14	186.48	417.11	Deciduous
505	266362.60	9132268.69	377.27	126.79	113.36	321.70	Deciduous
506	266462.60	9132268.69	303.58	39.45	18.25	222.10	Deciduous
507	266562.60	9132268.69	212.99	47.90	45.61	122.50	Deciduous
508	266662.60	9132268.69	131.57	135.25	34.97	22.90	Deciduous
509	259862.60	9132368.69	75.44	6224.56	361.35	6764.36	Montane
510	259962.60	9132368.69	155.39	6125.60	291.79	6679.52	Montane
511	260062.60	9132368.69	229.35	6026.66	244.35	6579.62	Montane
512	260162.60	9132368.69	316.99	5927.77	220.63	6479.72	Montane
513	260262.60	9132368.69	409.20	5828.91	196.44	6379.82	Montane
514	260362.60	9132368.69	501.90	5730.09	172.97	6279.93	Montane
515	260462.60	9132368.69	594.91	5631.32	141.15	6180.05	Montane
516	260562.60	9132368.69	689.50	5532.58	128.43	6080.16	Montane
517	260662.60	9132368.69	705.91	5433.90	123.55	5980.28	Montane
518	260762.60	9132368.69	657.31	5335.26	127.63	5880.41	Montane
519	260862.60	9132368.69	621.12	5236.67	113.41	5780.54	Montane
520	260962.60	9132368.69	599.60	5138.14	102.96	5680.67	Montane
521	261062.60	9132368.69	591.25	5039.67	102.46	5580.81	Montane
522	261162.60	9132368.69	595.42	4941.26	88.85	5480.95	Montane
523	261262.60	9132368.69	610.39	4842.91	2.92	5381.10	Montane
524	261362.60	9132368.69	640.80	4744.63	65.44	5281.26	Montane
525	261462.60	9132368.69	684.59	4646.43	104.70	5181.42	Montane
526	261562.60	9132368.69	686.21	4548.30	142.18	5081.58	Montane
527	261662.60	9132368.69	681.43	4450.26	156.14	4981.76	Montane
528	261762.60	9132368.69	674.24	4352.31	73.44	4881.94	Montane
529	261862.60	9132368.69	632.24	4254.45	5.72	4782.13	Montane
530	261962.60	9132368.69	597.49	4156.69	80.15	4682.32	Montane
531	262062.60	9132368.69	575.93	4059.04	154.19	4582.53	Montane
532	262162.60	9132368.69	567.78	3961.51	226.64	4482.74	Montane
533	262262.60	9132368.69	566.57	3864.11	299.57	4382.96	Montane
534	262362.60	9132368.69	502.69	3766.84	381.34	4283.20	Montane
535	262462.60	9132368.69	440.56	3669.72	470.21	4183.44	Montane
536	262562.60	9132368.69	391.55	3572.76	484.95	4083.70	Montane
537	262662.60	9132368.69	361.44	3475.97	393.14	3983.97	Montane
538	262762.60	9132368.69	357.72	3379.37	306.49	3884.25	Montane
539	262862.60	9132368.69	331.57	3282.97	230.91	3784.55	Montane
540	262962.60	9132368.69	290.72	3186.79	180.82	3684.87	Montane
541	263062.60	9132368.69	281.24	3090.86	178.61	3585.20	Montane
542	263162.60	9132368.69	298.88	2995.19	200.58	3485.55	Montane
543	263262.60	9132368.69	268.51	2899.81	228.10	3385.92	Montane
544	263362.60	9132368.69	236.79	2804.76	266.85	3286.32	Montane
545	263462.60	9132368.69	230.96	2710.06	297.97	3186.74	Montane
546	263562.60	9132368.69	240.20	2615.76	312.02	3087.19	Deciduous
547	263662.60	9132368.69	224.65	2521.89	313.53	2987.66	Montane
548	263762.60	9132368.69	176.28	2428.52	310.06	2888.17	Montane
549	263862.60	9132368.69	161.20	2335.69	313.89	2788.72	Montane
550	263962.60	9132368.69	175.26	2243.49	327.91	2689.30	Deciduous
551	264062.60	9132368.69	233.40	2151.97	361.43	2589.94	Deciduous
552	264162.60	9132368.69	305.48	2061.25	403.60	2490.62	Deciduous
553	264262.60	9132368.69	345.42	1971.42	455.59	2391.36	Deciduous
554	264362.60	9132368.69	406.58	1882.62	485.30	2292.16	Deciduous
555	264462.60	9132368.69	480.94	1795.00	388.70	2193.04	Deciduous
556	264562.60	9132368.69	563.29	1708.73	294.37	2094.00	Deciduous
557	264662.60	9132368.69	649.11	1624.05	205.47	1995.05	Deciduous
558	264762.60	9132368.69	737.46	1541.20	133.36	1896.22	Deciduous
559	264862.60	9132368.69	828.47	1460.31	108.57	1797.51	Deciduous
560	264962.60	9132368.69	921.34	1379.85	86.67	1698.96	Deciduous
561	265062.60	9132368.69	1015.56	1293.15	80.15	1600.58	Deciduous
562	265162.60	9132368.69	970.80	1206.32	73.33	1502.42	Deciduous
563	265262.60	9132368.69	913.11	1119.50	64.28	1404.52	Deciduous
564	265362.60	9132368.69	851.83	1033.36	47.23	1306.94	Deciduous
565	265462.60	9132368.69	774.60	948.90	27.63	1207.76	Deciduous
566	265562.60	9132368.69	702.63	864.49	17.04	1107.77	Deciduous
567	265662.60	9132368.69	633.44	780.08	40.06	1007.78	Deciduous
568	265762.60	9132368.69	572.79	695.67	52.85	907.79	Deciduous
569	265862.60	9132368.69	524.33	611.26	81.69	807.80	Deciduous
570	265962.60	9132368.69	490.64	524.88	32.23	707.82	Deciduous
571	266062.60	9132368.69	467.49	437.53	18.15	607.85	Deciduous
572	266162.60	9132368.69	457.55	350.18	60.07	507.88	Deciduous
573	266262.60	9132368.69	436.00	262.83	88.85	407.94	Deciduous
574	266362.60	9132368.69	351.05	175.48	57.79	308.02	Deciduous
575	266462.60	9132368.69	267.07	88.13	24.25	208.20	Deciduous
576	266562.60	9132368.69	176.32	1.66	109.37	108.69	Deciduous
577	266662.60	9132368.69	81.78	92.50	126.03	10.41	Deciduous
578	259962.60	9132468.69	93.81	6140.85	220.84	6684.70	Montane
579	260062.60	9132468.69	186.22	6042.17	152.77	6584.87	Montane
580	260162.60	9132468.69	279.06	5943.53	123.23	6485.06	Montane
581	260262.60	9132468.69	373.35	5844.94	99.48	6385.25	Montane
582	260362.60	9132468.69	469.98	5746.40	76.39	6285.44	Montane
583	260462.60	9132468.69	567.78	5647.91	46.32	6185.65	Montane
584	260562.60	9132468.69	666.23	5549.47	28.92	6085.85	Montane
585	260662.60	9132468.69	765.09	5451.09	23.57	5986.07	Montane
586	260762.60	9132468.69	748.91	5352.77	27.85	5886.29	Montane
587	260862.60	9132468.69	717.35	5254.51	21.25	5786.52	Montane
588	260962.60	9132468.69	698.81	5156.32	3.27	5686.76	Montane
589	261062.60	9132468.69	691.23	5058.20	2.46	5587.01	Montane
590	261162.60	9132468.69	695.22	4960.16	2.05	5487.27	Montane
591	261262.60	9132468.69	708.08	4862.19	43.14	5387.53	Montane
592	261362.60	9132468.69	734.46	4764.31	134.41	5287.81	Montane
593	261462.60	9132468.69	772.97	4666.52	200.02	5188.09	Montane
594	261562.60	9132468.69	785.57	4568.83	234.28	5088.39	Montane
595	261662.60	9132468.69	781.40	4471.24	169.67	4988.70	Montane
596	261762.60	9132468.69	763.43	4373.75	86.22	4889.02	Montane
597	261862.60	9132468.69	725.44	4276.39	2.36	4789.36	Montane
598	261962.60	9132468.69	693.66	4179.14	12.81	4689.71	Montane
599	262062.60	9132468.69	675.17	4082.03	85.26	4590.07	Montane
600	262162.60	9132468.69	667.49	3985.07	159.04	4490.46	Montane
601	262262.60	9132468.69	644.05	3888.25	246.93	4390.85	Montane
602	262362.60	9132468.69	579.82	3791.60	340.08	4291.27	Montane
603	262462.60	9132468.69	526.45	3695.13	433.28	4191.71	Montane
604	262562.60	9132468.69	484.23	3598.86	458.92	4092.17	Montane
605	262662.60	9132468.69	460.22	3502.79	360.54	3992.65	Montane
606	262762.60	9132468.69	457.31	3406.95	263.38	3893.16	Montane
607	262862.60	9132468.69	419.53	3311.35	169.55	3793.69	Montane
608	262962.60	9132468.69	388.05	3216.02	90.15	3694.25	Montane
609	263062.60	9132468.69	381.00	3120.99	80.42	3594.84	Montane
610	263162.60	9132468.69	392.72	3026.27	104.44	3495.47	Montane
611	263262.60	9132468.69	360.98	2931.91	133.76	3396.13	Montane
612	263362.60	9132468.69	335.91	2837.93	173.72	3296.83	Montane
613	263462.60	9132468.69	330.95	2744.38	201.98	3197.58	Deciduous
614	263562.60	9132468.69	339.18	2651.29	212.13	3098.38	Deciduous
615	263662.60	9132468.69	307.33	2558.73	213.59	2999.23	Deciduous
616	263762.60	9132468.69	273.97	2466.75	210.12	2900.13	Deciduous
617	263862.60	9132468.69	261.20	2375.42	214.67	2801.10	Deciduous
618	263962.60	9132468.69	270.11	2284.82	231.42	2702.14	Deciduous
619	264062.60	9132468.69	310.99	2195.03	269.05	2603.27	Deciduous
620	264162.60	9132468.69	374.80	2106.16	318.11	2504.48	Deciduous
621	264262.60	9132468.69	433.91	2018.33	374.96	2405.79	Deciduous
622	264362.60	9132468.69	484.02	1931.69	446.50	2307.21	Deciduous
623	264462.60	9132468.69	547.96	1846.39	428.39	2208.64	Deciduous
624	264562.60	9132468.69	621.50	1762.65	345.08	2108.65	Deciduous
625	264662.60	9132468.69	701.61	1680.68	273.22	2008.66	Deciduous
626	264762.60	9132468.69	786.20	1600.15	224.09	1908.67	Deciduous
627	264862.60	9132468.69	872.43	1516.41	206.14	1808.68	Deciduous
628	264962.60	9132468.69	961.06	1429.58	184.25	1708.69	Deciduous
629	265062.60	9132468.69	1051.74	1342.76	180.15	1608.70	Deciduous
630	265162.60	9132468.69	1051.72	1256.19	173.07	1508.71	Deciduous
631	265262.60	9132468.69	992.15	1171.33	162.96	1408.72	Deciduous
632	265362.60	9132468.69	915.83	1086.92	145.49	1308.73	Deciduous
633	265462.60	9132468.69	844.05	1002.51	112.32	1208.73	Deciduous
634	265562.60	9132468.69	774.59	918.10	90.21	1108.74	Deciduous
635	265662.60	9132468.69	711.91	833.69	71.59	1008.75	Deciduous
636	265762.60	9132468.69	658.52	748.26	76.19	908.76	Deciduous
637	265862.60	9132468.69	616.84	660.91	107.72	808.77	Deciduous
638	265962.60	9132468.69	586.24	573.56	117.56	708.78	Deciduous
639	266062.60	9132468.69	560.20	486.21	70.94	608.79	Deciduous
640	266162.60	9132468.69	469.19	398.86	32.07	508.80	Deciduous
641	266262.60	9132468.69	380.04	311.51	9.18	408.81	Deciduous
642	266362.60	9132468.69	296.22	221.83	21.51	308.82	Deciduous
643	266462.60	9132468.69	213.54	130.99	83.12	208.83	Deciduous
644	266562.60	9132468.69	128.79	40.15	161.85	108.84	Deciduous
645	266662.60	9132468.69	43.74	50.69	224.76	8.85	Deciduous
646	259962.60	9132568.69	57.98	6157.70	180.01	6691.37	Montane
647	260062.60	9132568.69	157.65	6059.29	83.48	6591.65	Montane
648	260162.60	9132568.69	257.58	5960.94	25.84	6491.93	Montane
649	260262.60	9132568.69	357.55	5862.64	2.52	6392.23	Montane
650	260362.60	9132568.69	457.53	5764.40	21.18	6292.54	Montane
651	260462.60	9132568.69	557.52	5666.22	48.47	6192.85	Montane
652	260562.60	9132568.69	657.51	5568.10	70.59	6093.18	Montane
653	260662.60	9132568.69	757.50	5470.06	76.41	5993.52	Montane
654	260762.60	9132568.69	842.42	5372.09	54.50	5893.87	Montane
655	260862.60	9132568.69	814.50	5274.19	31.97	5794.23	Montane
656	260962.60	9132568.69	798.21	5176.37	96.31	5694.60	Montane
657	261062.60	9132568.69	791.22	5078.64	30.56	5594.99	Montane
658	261162.60	9132568.69	795.05	4981.00	34.23	5495.39	Montane
659	261262.60	9132568.69	806.35	4883.45	105.71	5395.81	Montane
660	261362.60	9132568.69	829.60	4786.01	173.53	5296.24	Montane
661	261462.60	9132568.69	863.88	4688.67	262.17	5196.69	Montane
662	261562.60	9132568.69	885.08	4591.44	200.67	5097.15	Montane
663	261662.60	9132568.69	881.38	4494.34	115.10	4997.64	Montane
664	261762.60	9132568.69	855.02	4397.37	31.19	4898.14	Montane
665	261862.60	9132568.69	818.92	4300.54	51.81	4798.67	Montane
666	261962.60	9132568.69	790.78	4203.85	56.12	4699.21	Montane
667	262062.60	9132568.69	774.61	4107.33	24.24	4599.78	Montane
668	262162.60	9132568.69	767.19	4010.97	117.44	4500.38	Montane
669	262262.60	9132568.69	719.92	3914.80	210.64	4401.00	Montane
670	262362.60	9132568.69	663.08	3818.82	303.84	4301.66	Montane
671	262462.60	9132568.69	615.08	3723.06	397.16	4202.34	Montane
672	262562.60	9132568.69	579.35	3627.52	453.92	4103.06	Montane
673	262662.60	9132568.69	559.44	3532.24	354.15	4003.81	Montane
674	262762.60	9132568.69	554.52	3437.22	254.56	3904.60	Montane
675	262862.60	9132568.69	511.92	3342.49	155.49	3805.43	Montane
676	262962.60	9132568.69	486.46	3248.07	59.64	3706.31	Montane
677	263062.60	9132568.69	480.85	3154.00	17.76	3607.23	Montane
678	263162.60	9132568.69	488.62	3060.31	8.30	3508.21	Montane
679	263262.60	9132568.69	455.05	2967.03	43.30	3409.24	Montane
680	263362.60	9132568.69	435.43	2874.20	77.82	3310.26	Deciduous
681	263462.60	9132568.69	430.94	2781.86	102.55	3210.30	Deciduous
682	263562.60	9132568.69	438.59	2690.08	112.15	3110.34	Deciduous
683	263662.60	9132568.69	398.04	2598.90	113.65	3010.39	Deciduous
684	263762.60	9132568.69	372.60	2508.39	110.18	2910.44	Deciduous
685	263862.60	9132568.69	361.20	2418.63	115.45	2810.49	Deciduous
686	263962.60	9132568.69	367.69	2329.71	138.38	2710.55	Deciduous
687	264062.60	9132568.69	398.69	2241.72	180.71	2610.61	Deciduous
688	264162.60	9132568.69	450.24	2154.78	234.22	2510.68	Deciduous
689	264262.60	9132568.69	516.21	2069.01	305.98	2410.75	Deciduous
690	264362.60	9132568.69	568.54	1984.58	376.11	2310.83	Deciduous
691	264462.60	9132568.69	623.88	1901.67	397.93	2210.91	Deciduous
692	264562.60	9132568.69	689.37	1820.45	391.80	2111.00	Deciduous
693	264662.60	9132568.69	762.38	1739.67	327.82	2011.11	Deciduous
694	264762.60	9132568.69	840.96	1652.85	282.25	1911.22	Deciduous
695	264862.60	9132568.69	923.69	1566.02	266.16	1811.34	Deciduous
696	264962.60	9132568.69	1009.15	1479.25	242.81	1711.48	Deciduous
697	265062.60	9132568.69	1095.87	1393.78	183.68	1611.64	Deciduous
698	265162.60	9132568.69	1132.74	1309.36	148.13	1511.82	Deciduous
699	265262.60	9132568.69	1057.11	1224.95	109.08	1412.02	Deciduous
700	265362.60	9132568.69	985.48	1140.54	68.59	1312.26	Deciduous
701	265462.60	9132568.69	915.82	1056.13	17.95	1212.53	Deciduous
702	265562.60	9132568.69	851.79	971.64	8.03	1112.85	Deciduous
